0.009118541,0.381773399
0.0151975684,0.3965517241
0.0227963526,0.4064039409
0.0288753799,0.4137931034
0.0319148936,0.421182266
0.037993921,0.4334975369
0.0425531915,0.4408866995
0.0486322188,0.4482758621
0.0516717325,0.4581280788
0.056231003,0.4655172414
0.0607902736,0.4679802956
0.0653495441,0.4753694581
0.0699088146,0.4876847291
0.0759878419,0.4950738916
0.0775075988,0.5049261084
0.0820668693,0.5123152709
0.0866261398,0.5197044335
0.0896656535,0.5295566502
0.0957446809,0.5369458128
0.1048632219,0.5517241379
0.1094224924,0.5591133005
0.1155015198,0.5763546798
0.1246200608,0.5837438424
0.132218845,0.6034482759
0.1382978723,0.6206896552
0.1428571429,0.6206896552
0.1489361702,0.6354679803
0.1610942249,0.6527093596
0.1717325228,0.6748768473
0.1808510638,0.6896551724
0.1945288754,0.7192118227
0.2066869301,0.7389162562
0.2203647416,0.7586206897
0.2294832827,0.7783251232
0.2386018237,0.7906403941
0.2492401216,0.8201970443
0.2613981763,0.8374384236
0.2765957447,0.8620689655
0.2902735562,0.8866995074
0.3009118541,0.9088669951
0.311550152,0.9310344828
0.320668693,0.9408866995
0.3343465046,0.9630541872
0.3525835866,1
0.3647416413,0.9778325123
0.376899696,0.960591133
0.3875379939,0.9408866995
0.3981762918,0.9285714286
0.4103343465,0.9064039409
0.4194528875,0.8842364532
0.4285714286,0.8669950739
0.4316109422,0.8472906404
0.4316109422,0.8201970443
0.4392097264,0.8004926108
0.4452887538,0.7906403941
0.4498480243,0.7832512315
0.4574468085,0.775862069
0.462006079,0.775862069
0.4650455927,0.7586206897
0.4726443769,0.7512315271
0.4787234043,0.7438423645
0.4878419453,0.7389162562
0.4954407295,0.724137931
0.4984802432,0.7118226601
0.5106382979,0.7068965517
0.5151975684,0.7044334975
0.5243161094,0.6896551724
0.5303951368,0.6748768473
0.5410334347,0.6600985222
0.5501519757,0.6502463054
0.5577507599,0.6428571429
0.5683890578,0.6305418719
0.5775075988,0.6133004926
0.5881458967,0.5985221675
0.5987841945,0.5886699507
0.6079027356,0.5763546798
0.6170212766,0.5665024631
0.6261398176,0.5517241379
0.632218845,0.5418719212
0.6443768997,0.5295566502
0.6504559271,0.5197044335
0.6550151976,0.5123152709
0.6610942249,0.5049261084
0.6778115502,0.4827586207
0.6869300912,0.460591133
0.6975683891,0.4729064039
0.7066869301,0.4901477833
0.7218844985,0.5098522167
0.7446808511,0.5295566502
0.7750759878,0.5369458128
0.7887537994,0.5591133005
0.7978723404,0.5886699507
0.8039513678,0.6157635468
0.8191489362,0.6379310345
0.8404255319,0.6600985222
0.8525835866,0.6748768473
0.8662613982,0.6995073892
0.8890577508,0.6995073892
0.9042553191,0.7044334975
0.9270516717,0.7044334975
0.9376899696,0.6995073892
0.9513677812,0.6921182266
0.9696048632,0.6748768473
0.9802431611,0.6600985222
0.9893617021,0.6502463054
0.9893617021,0.6280788177
0.9954407295,0.6034482759
0.9954407295,0.5886699507
1,0.5665024631
0.9954407295,0.5492610837
0.9893617021,0.5344827586
0.9802431611,0.5123152709
0.9665653495,0.4901477833
0.9559270517,0.4729064039
0.9452887538,0.4507389163
0.9316109422,0.4261083744
0.9240121581,0.4187192118
0.9118541033,0.4014778325
0.8996960486,0.3793103448
0.8905775076,0.354679803
0.8753799392,0.3325123153
0.8617021277,0.3128078818
0.8556231003,0.2955665025
0.8449848024,0.2783251232
0.8358662614,0.2586206897
0.8237082067,0.2389162562
0.811550152,0.2167487685
0.7933130699,0.1945812808
0.7841945289,0.1699507389
0.773556231,0.157635468
0.7689969605,0.145320197
0.7553191489,0.1305418719
0.7462006079,0.1256157635
0.7401215805,0.1231527094
0.7234042553,0.1330049261
0.7112462006,0.1330049261
0.6945288754,0.1330049261
0.6778115502,0.1330049261
0.6641337386,0.1256157635
0.6550151976,0.1157635468
0.6489361702,0.0960591133
0.632218845,0.078817734
0.6155015198,0.078817734
0.6109422492,0.0911330049
0.603343465,0.0960591133
0.5927051672,0.1108374384
0.5835866261,0.1256157635
0.5744680851,0.1403940887
0.5607902736,0.1502463054
0.5486322188,0.1699507389
0.5395136778,0.1798029557
0.5212765957,0.1945812808
0.5075987842,0.2192118227
0.4924012158,0.2315270936
0.4787234043,0.2315270936
0.4696048632,0.2315270936
0.462006079,0.224137931
0.4498480243,0.2044334975
0.4392097264,0.184729064
0.4300911854,0.1724137931
0.4240121581,0.1625615764
0.4164133739,0.1477832512
0.405775076,0.1330049261
0.3981762918,0.1231527094
0.3920972644,0.1009852217
0.3738601824,0.0763546798
0.3617021277,0.0541871921
0.3434650456,0.0172413793
0.3328267477,0
0.311550152,0.0098522167
0.3024316109,0.0221674877
0.2948328267,0.0369458128
0.282674772,0.0418719212
0.2720364742,0.0615763547
0.2613981763,0.078817734
0.2537993921,0.0911330049
0.2431610942,0.0960591133
0.2294832827,0.1256157635
0.2158054711,0.1403940887
0.2036474164,0.157635468
0.1960486322,0.1699507389
0.1823708207,0.1871921182
0.1717325228,0.2019704433
0.1610942249,0.2167487685
0.1489361702,0.2315270936
0.1428571429,0.2413793103
0.132218845,0.2512315271
0.1200607903,0.2660098522
0.1109422492,0.2881773399
0.1048632219,0.2955665025
0.0987841945,0.3054187192
0.0896656535,0.3177339901
0.0775075988,0.3349753695
0.0653495441,0.3325123153
0.0531914894,0.3325123153
0.0425531915,0.3325123153
0.0319148936,0.3325123153
0.0227963526,0.3325123153
0.0136778116,0.3325123153
0,0.3399014778
